Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
"7/23/2020","McDonald's","MCDONALD'S F10530 00HENDERSON           KY","13.43","debit","Fast Food","Blue Cash Preferred","",""
"7/23/2020","SPECTRUM","SPECTRUM","54.99","debit","Internet","Quicksilver","",""
"7/22/2020","Wal-Mart","WAL-MART #0694","34.47","debit","Shopping","Quicksilver","",""
"7/22/2020","Wal-Mart","WAL-MART #0694","7.39","debit","Shopping","Quicksilver","",""
"7/22/2020","CREDIT-CASH BACK REWARD","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"7/22/2020","Check Paid","Check Paid","648.63","debit","Mortgage & Rent","••••6452","","Rent to 802 Kaley"
"7/21/2020","Wal-Mart","Point Of Sale Withdrawal WAL-MART #0694","91.50","debit","Office Supplies","Free Business","","Camera mounts, envelopes, UPS battery back up"
"7/21/2020","Check Paid","Check Paid","370.00","debit","Tithe","••••6452","","St. Ananais"
"7/20/2020","American Express","AC-AMEX EPAYMENT   -ACH PMTW3062","6793.78","debit","Credit Card Payment","Regular Checking","",""
"7/20/2020","CAPITAL ONE -ONLINE PMT02 AC-CAPITAL ONE -ONLINE PMT020039910265168","AC-CAPITAL ONE     -ONLINE PMT02","5572.48","debit","Credit Card Payment","Regular Checking","",""
"7/20/2020","Target","TARGET        00014811","21.94","debit","Shopping","Quicksilver","",""
"7/20/2020","Sam's Club","SAMSCLUB #8123","261.75","debit","Groceries","Quicksilver","",""
"7/20/2020","Sam's Club","Point Of Sale Withdrawal SAMS CLUB #812","193.63","debit","Office Supplies","Free Business","","Printer Ink"
"7/19/2020","Costco","COSTCO WHSE#1331 EVANSVILLE IN","127.80","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"7/18/2020","Wal-Mart","MURPHY7569ATWALMART HENDERSON           KY","44.59","debit","Gas & Fuel","Blue Cash Preferred","",""
"7/18/2020","Applebees","APPLEBEES 0830083578HENDERSON           KY","42.91","debit","Restaurants","Blue Cash Preferred","",""
"7/18/2020","Wal-Mart","WAL-MART SUPERCENTERHENDERSON           KY","4.23","debit","Shopping","Blue Cash Preferred","",""
"7/18/2020","- THANK YOU","ONLINE PAYMENT - THANK YOU","6793.78","credit","Credit Card Payment","Blue Cash Preferred","",""
"7/18/2020","CAPITAL ONE ONLINE payment AuthDate 18-J ul","CAPITAL ONE ONLINE PYMT AuthDate 18-J ul","5572.48","credit","Credit Card Payment","Quicksilver","",""
"7/17/2020","Tokyo","TOKYO TEPPANYAKI    HENDERSON           KY","41.34","debit","Restaurants","Blue Cash Preferred","",""
"7/17/2020","Applebees","APPLEBEES 083065083578","41.35","debit","Restaurants","Quicksilver","",""
"7/17/2020","Check Paid","Check Paid","290.00","debit","Home","••••6452","","SWAT PEST"
"7/17/2020","TAX_REV_PIT_ECKS","TAX_REV_PIT_ECKS","505.00","debit","Taxes","••••6452","",""
"7/17/2020","Payroll Deduction","Payroll Deduction","291.67","credit","HSA","X6175","",""
"7/17/2020","Employer Contribution","Employer Contribution","31.25","credit","HSA","X6175","",""
"7/16/2020","Estate Solvers LLC","SPL*Estate Solvers LLC Evansville IN","254.10","debit","Home Improvement","Costco Anywhere Visa® Card by Citi","",""
"7/16/2020","Sequoia One Peo","Sequoia One PEO,","0.01","credit","Income","••••6452","",""
"7/16/2020","CITI AUTOPAY","CITI AUTOPAY","679.43","debit","Credit Card Payment","••••6452","",""
"7/16/2020","Mobile Check Deposit","Mobile Check Deposit","500.00","credit","Gifts","••••6452","",""
"7/15/2020","State Farm","STATE FARM  INSURANCE","170.32","debit","Auto Insurance","Quicksilver","",""
"7/15/2020","FIDELITY INVESTM-FIDELITY83302","AC-FIDELITY INVESTM-FIDELITY8330","23326.27","credit","Transfer","Regular Checking","",""
"7/15/2020","Autopay Rautopay Auto","AUTOPAY 000000000048334RAUTOPAY AUTO-PMT","679.43","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"7/15/2020","Internal Revenue Service","IRS","4006.00","debit","Federal Tax","••••6452","",""
"7/15/2020","Sequoia One Peo","Sequoia One PEO,","3674.15","credit","Income","••••6452","",""
"7/14/2020","Wal-Mart","WAL-MART #0694","55.94","debit","Groceries","Quicksilver","",""
"7/14/2020","Lowe's","LOWES #02558*","275.71","debit","Home Improvement","Quicksilver","",""
"7/14/2020","Amazon","AMZN Mktp US*MJ62H7950","279.61","debit","Shopping","Quicksilver","",""
"7/14/2020","Sam's Club","SAMSCLUB #8123","13.89","credit","Groceries","Quicksilver","",""
"7/13/2020","Edo Spaces Llc","AC-EDO SPACES LLC  -ACH PaymenJu","1104.76","credit","Copper Rental","Regular Checking","",""
"7/13/2020","Amazon","AMZN Mktp US*MV7614CA1","34.96","debit","Shopping","Quicksilver","",""
"7/13/2020","McDonald's","MCDONALD'S F10530","4.32","debit","Fast Food","Quicksilver","",""
"7/13/2020","T-Mobile","TMOBILE*AUTO PAY    800-937-8997        WA","130.85","debit","Mobile Phone","Blue Cash Preferred","",""
"7/13/2020","QuickBooks","Point Of Sale Withdrawal INT*QuickBooks","1.00","debit","Electronics & Software","Free Business","",""
"7/13/2020","External Deposit MSorenson - TRANSFER","External Deposit MSorenson - TRANSFER","676.86","credit","Transfer","Free Business","",""
"7/11/2020","Kohl's","KOHL'S #0281","300.58","debit","Home Supplies","Quicksilver","",""
"7/11/2020","Amazon","AMAZON.COM AMZN.COM/BILL","60.36","credit","Shopping","Quicksilver","",""
"7/10/2020","McDonald's","MCDONALD'S          EVANSVILLE          IN","12.37","debit","Fast Food","Blue Cash Preferred","",""
"7/10/2020","SPACE COAST CREDIT UNION","SPACE COAST CREDIT UNION","676.86","debit","Transfer","••••6452","",""
"7/09/2020","MYSTAGOGY","PAYPAL *MYSTAGOGY","5.00","debit","Gifts & Donations","Quicksilver","",""
"7/09/2020","3HDESIGNSTU","PAYPAL *3HDESIGNSTU","100.00","debit","Gifts & Donations","Quicksilver","","Gift for Grandma"
"7/09/2020","Lowe's","LOWES #02558*","170.12","debit","Home Improvement","Quicksilver","",""
"7/09/2020","Check Paid","Check Paid","78.20","debit","Check","••••6452","",""
"7/08/2020","Sonic","SONIC DRIVE IN      HENDERSON           KY","10.99","debit","Fast Food","Blue Cash Preferred","",""
"7/08/2020","GoDaddy.com","Point Of Sale Withdrawal DNH*GODADDY.CO","15.00","debit","Business Services","Free Business","",""
"7/07/2020","Amazon","AMZN Mktp US*MJ12P4JO2","33.64","debit","Shopping","Quicksilver","",""
"7/07/2020","CREDIT-CASH BACK REWARD","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"7/07/2020","Amazon","AMZN Mktp US*MJ4KO01L0","33.89","debit","Shopping","Quicksilver","",""
"7/07/2020","American Express","AMEX EPAYMENT","3000.00","debit","Credit Card Payment","••••6452","",""
"7/06/2020","Sam's Club","SAMS CLUB #8123","460.06","debit","Groceries","Quicksilver","",""
"7/06/2020","Home Depot","THE HOME DEPOT #2003","131.36","debit","Home Improvement","Quicksilver","",""
"7/06/2020","Wal-Mart","WM SUPERCENTER #694","104.67","debit","Groceries","Quicksilver","",""
"7/06/2020","Sam's Club","SAMS CLUB #8123","434.36","debit","Home Supplies","Quicksilver","Tax Related","Deep freezers"
"7/06/2020","Lowe's","LOWES #02558*","51.02","debit","Home Improvement","Quicksilver","",""
"7/06/2020","McDonald's","MCDONALD'S F10530 00HENDERSON           KY","6.43","debit","Fast Food","Blue Cash Preferred","",""
"7/06/2020","Grandys","GRANDY'S 5309 0000  HENDERSON           KY","3.17","debit","Restaurants","Blue Cash Preferred","",""
"7/06/2020","- THANK YOU","ONLINE PAYMENT - THANK YOU","3000.00","credit","Credit Card Payment","Blue Cash Preferred","",""
"7/06/2020","SCCU","SCCU","829.63","debit","Auto Payment","••••6452","",""
"7/06/2020","COPPER LOFTS","COPPER LOFTS","297.60","debit","Rental Property Expe","••••6452","",""
"7/05/2020","Sonic","SONIC DRIVE IN      HENDERSON           KY","16.83","debit","Fast Food","Blue Cash Preferred","",""
"7/04/2020","Wal-Mart","MURPHY7569ATWALMART HENDERSON           KY","47.73","debit","Gas & Fuel","Blue Cash Preferred","",""
"7/04/2020","PetSmart","PETSMART # 0502","77.78","debit","Pet Food & Supplies","Quicksilver","",""
"7/04/2020","COVENANT EYES","COVENANT EYES","14.49","debit","Internet","Quicksilver","",""
"7/04/2020","IN *ALLES BROTHERS FURNIT","IN *ALLES BROTHERS FURNIT","515.00","debit","Furnishings","Quicksilver","",""
"7/03/2020","Sp Char Griller","SP * CHAR-GRILLER","36.98","credit","Credit Card Payment","Quicksilver","",""
"7/03/2020","JetBrains","Point Of Sale Withdrawal JetBrains Amer","14.90","debit","Electronics & Software","Free Business","",""
"7/03/2020","Payroll Deduction","Payroll Deduction","250.00","credit","HSA","X6175","",""
"7/03/2020","Employer Contribution","Employer Contribution","31.25","credit","HSA","X6175","",""
"7/03/2020","TRI STATE ORAL SURGERY LL","TRI STATE ORAL SURGERY LL","70.00","debit","Dentist","X6175","",""
"7/03/2020","SUNTRUST","SUNTRUST","967.86","debit","Copper Rental","••••6452","",""
"7/02/2020","U-Haul","U-HAUL MOVING & STORAGE O","2.05","debit","Home Services","Quicksilver","",""
"7/02/2020","U-Haul","U-HAUL MOVING & STORAGE O","2.79","debit","Home Services","Quicksilver","",""
"7/02/2020","MED*MELBOURNE DERMATOLOGY","MED*MELBOURNE DERMATOLOGY","393.27","debit","Doctor","X6175","",""
"7/02/2020","AMERIPATH","AMERIPATH","442.32","debit","Doctor","X6175","",""
"7/01/2020","Costco","COSTCO WHSE#1331 EVANSVILLE IN","296.55","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"7/01/2020","Costco","COSTCO WHSE#1331 EVANSVILLE IN","5.92","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"7/01/2020","Vault","To Wifey Vault","200.00","debit","Wife's account","••••6452","",""
"6/30/2020","Applebees","APPLEBEES 0830083578HENDERSON           KY","37.53","debit","Restaurants","Blue Cash Preferred","",""
"6/30/2020","Interest","Interest","0.09","credit","Interest Income","X6175","",""
"6/30/2020","Interest earned","Interest earned","2.44","credit","Interest Income","••••6452","",""
"6/30/2020","Sequoia One Peo","Sequoia One PEO,","3702.64","credit","Income","••••6452","",""
"6/29/2020","CAPITAL ONE","CAPITAL ONE","5977.47","debit","Credit Card Payment","••••6452","",""
"6/29/2020","8212 06/28 04:41 JM CKCD DEBIT 8212 06/28 04:41 JM MINISTRIES U 636-349030","CKCD DEBIT 8212 06/28 04:41   JM","1.00","debit","Charity","Regular Checking","",""
"6/29/2020","JUSTICE FOR ALL INC","JUSTICE FOR ALL INC","25.00","debit","Charity","Quicksilver","",""
"6/29/2020","Fazoli's","FAZOLIS5291CATER","25.39","debit","Restaurants","Quicksilver","",""
"6/29/2020","Unm Medical Group, Inc.","UNM MEDICAL GROUP","16.57","debit","Health & Fitness","X6175","",""
"6/28/2020","PLAN FEE - COUNTER STRIKE","PLAN FEE - COUNTER STRIKE","8.79","debit","Fees & Charges","Blue Cash Preferred","",""
"6/28/2020","Publix","PLAN FEE - PUBLIX","0.76","debit","Groceries","Blue Cash Preferred","",""
"6/28/2020","Lowe's","PLAN FEE - LOWE'S","6.46","debit","Home Improvement","Blue Cash Preferred","",""
"6/28/2020","PLAN FEE - HARBOR FREIGHT","PLAN FEE - HARBOR FREIGHT","0.95","debit","Fees & Charges","Blue Cash Preferred","",""
"6/28/2020","Amazon","PLAN FEE - AMAZON.COM*M70","2.71","debit","Shopping","Blue Cash Preferred","",""
"6/28/2020","Interest Charge on Promotional Balances","Interest Charge on Promotional Balances","60.17","debit","Finance Charge","Blue Cash Preferred","",""
"6/28/2020","Amazon","PLAN FEE - AMZN MKTP US*M","1.04","debit","Shopping","Blue Cash Preferred","",""
"6/28/2020","U-Haul","PLAN FEE - U-HAUL 618092","1.92","debit","Home Services","Blue Cash Preferred","",""
"6/28/2020","Interest Charge on Purchases","Interest Charge on Purchases","15.34","debit","Finance Charge","Blue Cash Preferred","",""
"6/27/2020","CAPITAL ONE AUTOPAY payment AuthDate 07-Jun","CAPITAL ONE AUTOPAY PYMT AuthDate 07-J un","5977.47","credit","Credit Card Payment","Quicksilver","",""
"6/26/2020","LA Fitness","LA FITNESS","37.44","credit","Gym","Quicksilver","",""
"6/24/2020","FREECODECAMP.ORG PLANO TX","FREECODECAMP.ORG    PLANO               TX","5.00","debit","Charity","Blue Cash Preferred","",""
"6/23/2020","SPECTRUM","SPECTRUM","65.58","debit","Internet","Quicksilver","",""
"6/22/2020","MR BS PIZZA & WINGS - HEN270-826-1111 KY","MR BS PIZZA & WINGS - HEN270-826-1111 KY","29.49","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"6/22/2020","Wal-Mart","WAL-MART SUPERCENTERHENDERSON           KY","150.49","debit","Shopping","Blue Cash Preferred","",""
"6/22/2020","SoFi Money -TRANSFERMSor AC-SoFi Money -TRANSFERMSorenson","AC-SoFi Money      -TRANSFERMSor","4500.00","debit","Transfer","Regular Checking","",""
"6/22/2020","LA Fitness","LA FITNESS","37.44","debit","Gym","Quicksilver","",""
"6/22/2020","SPECTRUM","SPECTRUM","49.99","debit","Internet","Quicksilver","",""
"6/22/2020","Lowe's","LOWES #02558*","76.16","debit","Home Improvement","Quicksilver","",""
"6/22/2020","Farmers Ins","FARMERS INS","68.32","credit","Income","••••6452","",""
"6/19/2020","Enterprise Bank Trust","ENTERPRISE BANK & TRUST","4500.00","credit","Transfer","••••6452","",""
"6/19/2020","Amazon","AMAZON.COM*MS2DQ8TQ0 AMZN","60.36","debit","Shopping","Quicksilver","",""
"6/19/2020","State Farm","STATE FARM  INSURANCE","85.24","debit","Life Insurance","Quicksilver","",""
"6/18/2020","MR BS PIZZA & WINGS - HEN270-826-1111 KY","MR BS PIZZA & WINGS - HEN270-826-1111 KY","28.96","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"6/18/2020","Wal-Mart","WAL-MART SUPERCENTERHENDERSON           KY","197.30","debit","Shopping","Blue Cash Preferred","",""
"6/17/2020","Your Cash Reward","YOUR CASH REWARD/REFUND IS","30.28","credit","Credit Card Payment","Blue Cash Preferred","",""
"6/16/2020","CITI AUTOPAY","CITI AUTOPAY","0.75","debit","Credit Card Payment","••••6452","",""
"6/16/2020","CREDIT-CASH BACK REWARD","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"6/15/2020","Sequoia One Peo","Sequoia One PEO,","3702.63","credit","Income","••••6452","",""
"6/15/2020","American Express","AMEX EPAYMENT","128.00","debit","Credit Card Payment","••••6452","",""
"6/15/2020","U-Haul","U-HAUL 618092       PHOENIX             AZ","265.95","debit","Home Services","Blue Cash Preferred","","Move in help"
"6/15/2020","MSorenson -TRANSFER","AC-MSorenson       -TRANSFER","3500.00","credit","Transfer","Regular Checking","",""
"6/15/2020","Sam's Club","SAMS CLUB #8123","171.17","debit","Groceries","Quicksilver","",""
"6/15/2020","State Farm","STATE FARM  INSURANCE","85.08","debit","Auto Insurance","Quicksilver","",""
"6/15/2020","Grandys","GRANDY'S 5310","19.36","debit","Restaurants","Quicksilver","",""
"6/15/2020","Autopay Rautopay Auto","AUTOPAY 000000000048334RAUTOPAY AUTO-PMT","0.75","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"6/15/2020","Walgreens","WALGREENS #17148","16.62","debit","Pharmacy","X6175","",""
"6/14/2020","Costco","COSTCO WHSE#1331 EVANSVILLE IN","284.43","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"6/14/2020","Lowe's","LOWE'S              HENDERSON           KY","892.82","debit","Home Improvement","Blue Cash Preferred","",""
"6/14/2020","Wal-Mart","MURPHY7569ATWALMART HENDERSON           KY","55.96","debit","Shopping","Blue Cash Preferred","",""
"6/13/2020","QuickBooks","Point Of Sale Withdrawal INT*QuickBooks","1.00","debit","Electronics & Software","Free Business","",""
"6/13/2020","T-Mobile","TMOBILE*AUTO PAY    800-937-8997        WA","95.00","debit","Mobile Phone","Blue Cash Preferred","",""
"6/13/2020","AUTOPAY PAYMENT - THANK YOU","AUTOPAY PAYMENT - THANK YOU","128.00","credit","Credit Card Payment","Blue Cash Preferred","",""
"6/13/2020","Henderson Brewing Co LLC","HENDERSON BREWING COMPA","25.44","debit","Alcohol & Bars","Quicksilver","",""
"6/13/2020","CREDIT-CASH BACK REWARD","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"6/13/2020","McDonald's","MCDONALD'S F10530","10.87","debit","Fast Food","Quicksilver","",""
"6/12/2020","ENTERPRISE BANK & TRUST","ENTERPRISE BANK & TRUST","3500.00","debit","Transfer","••••6452","",""
"6/12/2020","Miscellaneous Debit","Miscellaneous Debit","3426.59","debit","Home Closing Costs","••••6452","",""
"6/12/2020","US BANK WESLEYAN","US BANK WESLEYAN","1003.00","debit","Shopping","••••6452","",""
"6/12/2020","Refund of ATM fee","Refund of ATM fee","3.00","credit","ATM Fee","••••6452","",""
"6/12/2020","ABF*TRANSPORTATION SVC","ABF*TRANSPORTATION SVC","2577.00","debit","Home Services","Quicksilver","",""
"6/12/2020","Payroll Deduction","Payroll Deduction","250.00","credit","HSA","X6175","",""
"6/12/2020","Employer Contribution","Employer Contribution","31.25","credit","HSA","X6175","",""
"6/11/2020","STANLEY STEEMER","STANLEY STEEMER","175.50","debit","Restaurants","Quicksilver","",""
"6/11/2020","The Broken Barrel Tavern","The Broken Barrel Tavern","32.81","debit","Restaurants","Quicksilver","",""
"6/11/2020","U-Haul","U-HAUL MOVING & STORAGE O","377.61","debit","Home Services","Quicksilver","","Trailer rental"
"6/11/2020","Dunkin Donuts","DUNKIN #356375","14.89","debit","Coffee Shops","Quicksilver","",""
"6/11/2020","The Broken Barrel Tavern","The Broken Barrel Tavern","8.42","debit","Restaurants","Quicksilver","",""
"6/11/2020","McDonald's","MCDONALD'S F10530 00HENDERSON           KY","7.80","debit","Fast Food","Blue Cash Preferred","",""
"6/11/2020","Home Depot","THE HOME DEPOT      OWENSBORO           KY","29.92","debit","Home Improvement","Blue Cash Preferred","",""
"6/11/2020","Walgreens","WALGREENS #17148 000HENDERSON           KY","3.98","debit","Pharmacy","Blue Cash Preferred","",""
"6/11/2020","TA LAKE PARK #249 FALAKE PARK GA","TA LAKE PARK #249 FALAKE PARK           GA","10.67","debit","Food & Dining","Blue Cash Preferred","",""
"6/11/2020","Harbor Freight Tools Usa, Inc.","HARBOR FREIGHT TOOLSOWENSBORO           KY","131.41","debit","Home","Blue Cash Preferred","",""
"6/11/2020","Lowe's","LOWE'S              OWENSBORO           KY","18.00","debit","Home Improvement","Blue Cash Preferred","",""
"6/10/2020","BP","BP#3752102SMITA INC MELBOURNE           FL","67.98","debit","Gas & Fuel","Blue Cash Preferred","",""
"6/10/2020","Shell","SHELL OIL 5754370180WILDWOOD            FL","15.72","debit","Gas & Fuel","Blue Cash Preferred","",""
"6/10/2020","Pilot Travel Center","PILOT_04558 04558   CALHOUN             GA","3.62","debit","Gas & Fuel","Blue Cash Preferred","",""
"6/10/2020","BP","BP#9768920TA LAKE PALAKE PARK           GA","52.28","debit","Gas & Fuel","Blue Cash Preferred","",""
"6/10/2020","Sunoco","SUNOCO 0901262600 09WHITE               GA","49.73","debit","Gas & Fuel","Blue Cash Preferred","",""
"6/10/2020","Love's Country Stores","LOVE'S COUNTRY STORECHRISTIANA          TN","5.45","debit","Gas & Fuel","Blue Cash Preferred","",""
"6/10/2020","Edo Spaces Llc","AC-EDO SPACES LLC  -ACH PaymenJu","1074.76","credit","Copper Rental","Regular Checking","",""
"6/10/2020","USPS","USPS CHANGE OF ADDRESS","1.05","debit","Shipping","Quicksilver","",""
"6/09/2020","Two Maids and A Mop","TWO MAIDS AND A MOP MELBO321-327-1944 FL","395.00","debit","Home","Costco Anywhere Visa® Card by Citi","",""
"6/09/2020","U-Haul","U-HAUL MOVING & STORAGE O","123.50","debit","Home Services","Quicksilver","","Boxes"
"6/09/2020","Sam's Club","SAMSCLUB #8141","748.81","credit","Home","Quicksilver","",""
"6/08/2020","GoDaddy.com","Point Of Sale Withdrawal DNH*GODADDY.CO","15.00","debit","Business Services","Free Business","",""
"6/08/2020","Five Guys","FIVE GUYS--FL # 1040","28.94","debit","Fast Food","Quicksilver","",""
"6/08/2020","BG SEBASTIAN INLET, LLC","BG SEBASTIAN INLET, LLC","20.32","debit","Restaurants","Quicksilver","",""
"6/08/2020","SEBASTIAN INLET ST PK","SEBASTIAN INLET ST PK","8.00","debit","Coffee Shops","Quicksilver","",""
"6/08/2020","Dunkin Donuts","DUNKIN #356375","4.69","debit","Coffee Shops","Quicksilver","",""
"6/08/2020","Dunkin Donuts","DUNKIN #356375","6.82","debit","Coffee Shops","Quicksilver","",""
"6/08/2020","WORLD OF BEER","WORLD OF BEER","50.27","debit","Alcohol & Bars","Quicksilver","",""
"6/06/2020","Publix","PUBLIX              MELBOURNE BEACH     FL","25.64","debit","Groceries","Blue Cash Preferred","",""
"6/06/2020","Amazon","AMZN Mktp US*MY16X2G70","17.11","debit","Shopping","Quicksilver","",""
"6/06/2020","The Broken Barrel Tavern","The Broken Barrel Tavern","47.71","debit","Restaurants","Quicksilver","",""
"6/06/2020","Dunkin Donuts","DUNKIN #352371 Q35","2.53","debit","Coffee Shops","Quicksilver","",""
"6/05/2020","PetSmart","PETSMART # 0313","68.76","debit","Pet Food & Supplies","Quicksilver","",""
"6/05/2020","Lowe's","LOWES #00696*","14.26","debit","Home Improvement","Quicksilver","",""
"6/04/2020","Farmers Insurance","FARMERS INS","114.20","debit","Auto Insurance","••••6452","",""
"6/04/2020","SCCU","SCCU","829.63","debit","Auto Payment","••••6452","",""
"6/04/2020","COVENANT EYES","COVENANT EYES","14.49","debit","Internet","Quicksilver","",""
"6/04/2020","Tactics","COUNTER STRIKE TACTICAL","72.70","debit","Sporting Goods","Quicksilver","",""
"6/03/2020","JetBrains","Point Of Sale Withdrawal JetBrains Amer","14.90","debit","Electronics & Software","Free Business","",""
"6/03/2020","Publix","PUBLIX              WEST MELBOURNE      FL","105.27","debit","Groceries","Blue Cash Preferred","",""
"6/03/2020","Tactics","COUNTER STRIKE TACTICAL","1214.44","credit","Sporting Goods","Quicksilver","",""
"6/03/2020","THRIFT BOOKS GLOBAL, LLC","THRIFT BOOKS GLOBAL, LLC","55.92","debit","Books","Quicksilver","",""
"6/03/2020","SUNTRUST","SUNTRUST","967.86","debit","Copper Rental","••••6452","",""
"6/03/2020","COPPER LOFTS","COPPER LOFTS","297.60","debit","Rental Property Expe","••••6452","",""
"6/02/2020","FPL DIRECT DEBIT","FPL DIRECT DEBIT","152.18","debit","Utilities","••••6452","",""
"6/02/2020","Check Paid","Check Paid","374.00","debit","St. Anthony's","••••6452","",""
"6/02/2020","INVITATIONHOMES-","INVITATIONHOMES-","904.38","debit","Mortgage & Rent","••••6452","",""
"6/02/2020","Tactics","COUNTER STRIKE TACTICAL","42.76","debit","Sporting Goods","Quicksilver","",""
"6/02/2020","Tactics","COUNTER STRIKE TACTICAL","20.32","debit","Sporting Goods","Quicksilver","",""
"6/02/2020","Tactics","COUNTER STRIKE TACTICAL","1214.44","debit","Sporting Goods","Quicksilver","",""
"6/02/2020","Wal-Mart","WM SUPERCENTER #974","17.68","debit","Health & Fitness","X6175","",""
"6/01/2020","Vault","To Wifey Vault","200.00","debit","Wife's account","••••6452","",""
"6/01/2020","Dunkin Donuts","DUNKIN #340861 Q35","15.61","debit","Coffee Shops","Quicksilver","",""
"6/01/2020","CREDIT-CASH BACK REWARD","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"6/01/2020","Dunkin Donuts","DUNKIN #336134 Q35","2.87","debit","Coffee Shops","Quicksilver","",""
"6/01/2020","Petco","PETCO 1515    63515159","37.22","debit","Pet Food & Supplies","Quicksilver","",""
"6/01/2020","The Broken Barrel Tavern","The Broken Barrel Tavern","66.55","debit","Restaurants","Quicksilver","",""
"6/01/2020","Melbourne Beach Supermarket Inc","MELBOURNE BEACH SUPERMARK","14.97","debit","Groceries","Quicksilver","",""
"6/01/2020","Wine & Spirits","ABC FINE WINE/SPIRITS 018","26.74","debit","Alcohol & Bars","Quicksilver","",""
"6/01/2020","Wal-Mart","WAL-MART #0974","10.53","debit","Shopping","Quicksilver","",""
"6/01/2020","THRIFT BOOKS GLOBAL, LLC","THRIFT BOOKS GLOBAL, LLC","22.22","debit","Books","Quicksilver","",""
"5/31/2020","Interest earned","Interest earned","2.96","credit","Interest Income","••••6452","",""
"5/31/2020","Interest","Interest","0.08","credit","Interest Income","X6175","",""
"5/30/2020","The Broken Barrel Tavern","The Broken Barrel Tavern","70.83","debit","Restaurants","Quicksilver","",""
"5/29/2020","Interest Charge on Promotional Balances","Interest Charge on Promotional Balances","70.17","debit","Finance Charge","Blue Cash Preferred","",""
"5/29/2020","Interest Charge on Purchases","Interest Charge on Purchases","6.88","debit","Finance Charge","Blue Cash Preferred","",""
"5/29/2020","8212 05/28 01:54 JM CKCD DEBIT 8212 05/28 01:54 JM MINISTRIES U 636-349030","CKCD DEBIT 8212 05/28 01:54   JM","1.00","debit","Charity","Regular Checking","",""
"5/29/2020","Employer Contribution","Employer Contribution","31.25","credit","HSA","X6175","",""
